_id,report_date,previous_day_total_doses_administered,previous_day_at_least_one,previous_day_fully_vaccinated,previous_day_3doses,total_doses_administered,total_individuals_at_least_one,total_individuals_partially_vaccinated,total_doses_in_fully_vaccinated_individuals,total_individuals_fully_vaccinated,total_individuals_3doses
1,2021-01-01T00:00:00,6251,6241,2,,32189,32134,32123,22,11,
2,2021-01-02T00:00:00,4613,4601,6,,36802,36683,36670,26,13,
3,2021-01-03T00:00:00,5393,5386,3,,42195,42069,42053,32,16,
4,2021-01-04T00:00:00,5994,5992,0,,48189,48060,48045,30,15,
5,2021-01-05T00:00:00,9682,9657,20,,57871,57715,57681,68,34,
6,2021-01-06T00:00:00,12792,12327,450,,70663,70038,69558,960,480,
7,2021-01-07T00:00:00,16216,15505,697,,86879,85542,84365,2354,1177,
8,2021-01-08T00:00:00,18037,17022,1002,,104916,102564,100385,4358,2179,
9,2021-01-09T00:00:00,19500,18423,1064,,124416,120986,117743,6486,3243,
10,2021-01-10T00:00:00,11369,11330,37,,135785,132307,129028,6558,3279,
11,2021-01-11T00:00:00,11710,11661,48,,147495,143968,140641,6654,3327,
12,2021-01-12T00:00:00,14466,14159,298,,161961,158119,154494,7250,3625,
13,2021-01-13T00:00:00,15435,13813,1593,,177396,171918,166702,10432,5216,
14,2021-01-14T00:00:00,19182,16731,2436,,196578,188643,180992,15302,7651,
15,2021-01-15T00:00:00,20046,17990,2037,,216624,206622,196934,19376,9688,
16,2021-01-16T00:00:00,17115,15932,1170,,233739,222538,211680,21716,10858,
17,2021-01-17T00:00:00,11255,10012,1236,,244994,232535,220443,24184,12092,
18,2021-01-18T00:00:00,6792,6710,72,,251786,239222,227061,24322,12161,
19,2021-01-19T00:00:00,11825,9717,2094,,263611,248918,234663,28510,14255,
20,2021-01-20T00:00:00,10799,7210,3572,,274410,256105,238279,35652,17826,
21,2021-01-21T00:00:00,10968,6850,4091,,285378,262939,241022,43834,21917,
22,2021-01-22T00:00:00,9037,4320,4698,,294415,267222,240609,53226,26613,
23,2021-01-23T00:00:00,7447,3031,4388,,301862,270223,239223,62000,31000,
24,2021-01-24T00:00:00,4381,1825,2536,,306243,272030,238494,67072,33536,
25,2021-01-25T00:00:00,5318,1046,4263,,311561,273044,235246,75596,37798,
26,2021-01-26T00:00:00,9383,2860,6495,,320944,275872,231580,88584,44292,
27,2021-01-27T00:00:00,9893,2861,7004,,330837,278704,227409,102590,51295,
28,2021-01-28T00:00:00,13107,5732,7333,,343944,284403,225775,117256,58628,
29,2021-01-29T00:00:00,10684,3271,7379,,354628,287643,221637,132012,66006,
30,2021-01-30T00:00:00,9185,2726,6422,,363813,290327,217902,144850,72425,
31,2021-01-31T00:00:00,3373,1561,1767,,367186,291854,217663,148382,74191,
32,2021-02-01T00:00:00,2121,484,1609,,369307,292304,216508,151592,75796,
33,2021-02-02T00:00:00,4405,1352,2995,,373712,293618,214831,157574,78787,
34,2021-02-03T00:00:00,6232,1712,4458,,379944,295289,212051,166476,83238,
35,2021-02-04T00:00:00,9076,1707,7290,,389020,296953,206431,181044,90522,
36,2021-02-05T00:00:00,8439,1465,6903,,397459,298378,200959,194838,97419,
37,2021-02-06T00:00:00,10657,1862,8736,,408116,300185,194039,212292,106146,
38,2021-02-07T00:00:00,7569,1725,5796,,415685,301870,189940,223860,111930,
39,2021-02-08T00:00:00,8216,3094,5080,,423901,304916,187919,233994,116997,
40,2021-02-09T00:00:00,14997,3851,11080,,438898,308725,180664,256122,128061,
41,2021-02-10T00:00:00,15502,4924,10518,,454400,313597,175043,277108,138554,
42,2021-02-11T00:00:00,16359,3896,12407,,470759,317441,166511,301860,150930,
43,2021-02-12T00:00:00,17649,2094,15505,,488408,319497,153081,332832,166416,
44,2021-02-13T00:00:00,16200,2438,13746,,504608,321890,141747,360286,180143,
45,2021-02-14T00:00:00,12876,919,11925,,517484,322761,130723,384076,192038,
46,2021-02-15T00:00:00,7859,483,7328,,525343,323196,123856,398680,199340,
47,2021-02-16T00:00:00,5990,1040,4900,,531333,324193,119976,408434,204217,
48,2021-02-17T00:00:00,10160,1604,8522,,541493,325753,113042,425422,212711,
49,2021-02-18T00:00:00,13866,2952,10870,,555359,328657,105106,447102,223551,
50,2021-02-19T00:00:00,18486,6212,12207,,573845,334817,99090,471454,235727,
51,2021-02-20T00:00:00,22621,11129,11440,,596466,345883,98754,494258,247129,
52,2021-02-21T00:00:00,17232,10377,6821,,613698,356200,102292,507816,253908,
53,2021-02-22T00:00:00,13576,8750,4775,,627274,364880,106247,517266,258633,
54,2021-02-23T00:00:00,17855,11119,6665,,645129,375943,110681,530524,265262,
55,2021-02-24T00:00:00,18565,13605,4879,,663694,389492,119393,540198,270099,
56,2021-02-25T00:00:00,20801,16485,4259,,684495,405911,131601,548620,274310,
57,2021-02-26T00:00:00,24881,21826,2995,,709376,427677,150409,554536,277268,
58,2021-02-27T00:00:00,27449,23573,3835,,736825,451186,170131,562110,281055,
59,2021-02-28T00:00:00,20578,19139,1405,,757403,470271,187853,564836,282418,
60,2021-03-01T00:00:00,18216,17022,1148,,775619,487231,203712,567038,283519,
61,2021-03-02T00:00:00,24671,22268,2319,,800290,509438,223646,571584,285792,
62,2021-03-03T00:00:00,30586,27957,2576,,830876,537344,249009,576670,288335,
63,2021-03-04T00:00:00,34680,32453,2142,,865556,569731,279304,580854,290427,
64,2021-03-05T00:00:00,39980,38151,1781,,905536,607834,315660,584348,292174,
65,2021-03-06T00:00:00,44134,41932,2164,,949670,649711,355414,588594,294297,
66,2021-03-07T00:00:00,32726,31548,1174,,982396,681185,385772,590826,295413,
67,2021-03-08T00:00:00,24035,22161,1861,,1006431,703278,406058,594440,297220,
68,2021-03-09T00:00:00,33278,29831,3419,,1039709,733043,432450,601186,300593,
69,2021-03-10T00:00:00,38322,34063,4214,,1078031,767032,462273,609518,304759,
70,2021-03-11T00:00:00,43964,40693,3232,,1121995,807659,499720,615878,307939,
71,2021-03-12T00:00:00,47694,45982,1688,,1169689,853577,544000,619154,309577,
72,2021-03-13T00:00:00,57897,55026,2843,,1227586,908532,596166,624732,312366,
73,2021-03-14T00:00:00,43395,42161,1217,,1270981,950610,637095,627030,313515,
74,2021-03-15T00:00:00,32796,31100,1681,,1303777,981651,666498,630306,315153,
75,2021-03-16T00:00:00,53936,51644,2276,,1357713,1033230,715844,634772,317386,
76,2021-03-17T00:00:00,61051,58515,2493,,1418764,1091679,771850,639658,319829,
77,2021-03-18T00:00:00,61523,59070,2428,,1480287,1150677,828473,644408,322204,
78,2021-03-19T00:00:00,64450,61129,3268,,1544737,1211728,886309,650838,325419,
79,2021-03-20T00:00:00,62552,59966,2555,,1607289,1271638,943712,655852,327926,
80,2021-03-21T00:00:00,43984,42465,1533,,1651273,1314038,984616,658844,329422,
81,2021-03-22T00:00:00,30989,30027,973,,1682262,1343977,1013638,660678,330339,
82,2021-03-23T00:00:00,54601,51828,2723,,1736863,1395710,1062711,665998,332999,
83,2021-03-24T00:00:00,76410,73229,3133,,1813273,1468849,1132774,672150,336075,
84,2021-03-25T00:00:00,82897,80318,2532,,1896170,1549088,1210538,677100,338550,
85,2021-03-26T00:00:00,86986,83457,3490,,1983156,1632464,1290476,683976,341988,
86,2021-03-27T00:00:00,80834,77887,2863,,2063990,1710248,1365462,689572,344786,
87,2021-03-28T00:00:00,66980,65394,1553,,2130970,1775552,1429270,692564,346282,
88,2021-03-29T00:00:00,51726,49040,2651,,2182696,1824512,1475625,697774,348887,
89,2021-03-30T00:00:00,73561,70155,3348,,2256257,1894590,1542396,704388,352194,
90,2021-03-31T00:00:00,93138,89494,3577,,2349395,1983986,1628268,711436,355718,
91,2021-04-01T00:00:00,89296,85425,3833,,2438691,2069313,1709815,718996,359498,
92,2021-04-02T00:00:00,93067,88844,4207,,2531758,2158071,1794418,727306,363653,
93,2021-04-03T00:00:00,60989,59317,1730,,2592747,2217297,1851965,730664,365332,
94,2021-04-04T00:00:00,72323,70673,1646,,2665070,2287859,1920939,733840,366920,
95,2021-04-05T00:00:00,53725,53256,469,,2718795,2341031,1973690,734682,367341,
96,2021-04-06T00:00:00,79569,77706,1883,,2798364,2418636,2049465,738342,369171,
97,2021-04-07T00:00:00,107992,104932,3052,,2906356,2523443,2151278,744330,372165,
98,2021-04-08T00:00:00,114060,110097,4020,,3020416,2633429,2257300,752258,376129,
99,2021-04-09T00:00:00,109825,105609,4290,,3130241,2738920,2358566,760708,380354,
100,2021-04-10T00:00:00,109218,105468,3843,,3239459,2844260,2460129,768262,384131,
101,2021-04-11T00:00:00,98610,95499,3255,,3338069,2939634,2552307,774654,387327,
102,2021-04-12T00:00:00,76058,74997,1154,,3414127,3014483,2626070,776826,388413,
103,2021-04-13T00:00:00,99455,96080,3395,,3513582,3110454,2718694,783520,391760,
104,2021-04-14T00:00:00,117030,113272,3647,,3630612,3223608,2828241,790734,395367,
105,2021-04-15T00:00:00,113548,109496,3894,,3744160,3332978,2933774,798408,399204,
106,2021-04-16T00:00:00,118086,113718,4190,,3862246,3446586,3043236,806700,403350,
107,2021-04-17T00:00:00,112400,107817,4444,,3974646,3554269,3146534,815470,407735,
108,2021-04-18T00:00:00,88731,86499,2100,,4063377,3640645,3230864,819562,409781,
109,2021-04-19T00:00:00,68959,67433,1447,,4132336,3707948,3296771,822354,411177,
110,2021-04-20T00:00:00,101905,98587,3114,,4234241,3806373,3392147,828452,414226,
111,2021-04-21T00:00:00,141980,137716,4030,,4376221,3943915,3525727,836376,418188,
112,2021-04-22T00:00:00,139459,135320,3901,,4515680,4079106,3657073,844066,422033,
113,2021-04-23T00:00:00,138187,131786,6156,,4653867,4210738,3782607,856262,428131,
114,2021-04-24T00:00:00,130269,126217,3881,,4784136,4336807,3904851,863912,431956,
115,2021-04-25T00:00:00,102004,98601,3175,,4886140,4435260,4000196,870128,435064,
116,2021-04-26T00:00:00,70996,69294,1555,,4957136,4504423,4067864,873118,436559,
117,2021-04-27T00:00:00,98484,95412,2883,,5055620,4599674,4160295,878758,439379,
118,2021-04-28T00:00:00,120557,115943,4424,,5176177,4715449,4271718,887462,443731,
119,2021-04-29T00:00:00,124463,119275,5043,,5300640,4834557,4385852,897410,448705,
120,2021-04-30T00:00:00,115796,110554,5007,,5416436,4944938,4491303,907270,453635,
121,2021-05-01T00:00:00,111271,107419,3637,,5527707,5052176,4594981,914390,457195,
122,2021-05-02T00:00:00,79126,76155,2859,,5606833,5128174,4668186,919976,459988,
123,2021-05-03T00:00:00,56781,55116,1593,,5663614,5183135,4721614,923042,461521,
124,2021-05-04T00:00:00,91914,88547,3281,,5755528,5271504,4806779,929450,464725,
125,2021-05-05T00:00:00,137977,133279,4614,,5893505,5404614,4935338,938552,469276,
126,2021-05-06T00:00:00,141825,136873,4815,,6035330,5541303,5067274,948058,474029,
127,2021-05-07T00:00:00,150257,145228,4830,,6185587,5686371,5207571,957600,478800,
128,2021-05-08T00:00:00,142438,137759,4431,,6328025,5823935,5340783,966304,483152,
129,2021-05-09T00:00:00,124786,121143,3476,,6452811,5944914,5458350,973128,486564,
130,2021-05-10T00:00:00,97792,95817,1875,,6550603,6040542,5552170,976744,488372,
131,2021-05-11T00:00:00,113502,108841,4484,,6664105,6149181,5656396,985570,492785,
132,2021-05-12T00:00:00,145021,138003,6872,,6809126,6287005,5787414,999182,499591,
133,2021-05-13T00:00:00,142648,135300,7201,,6951774,6422130,5915412,1013436,506718,
134,2021-05-14T00:00:00,148852,138758,9926,,7100626,6560700,6044121,1033158,516579,
135,2021-05-15T00:00:00,159703,149671,9855,,7260329,6710184,6183825,1052718,526359,
136,2021-05-16T00:00:00,144341,136077,8060,,7404670,6846093,6311754,1068678,534339,
137,2021-05-17T00:00:00,114960,110865,3942,,7519630,6956769,6418564,1076410,538205,
138,2021-05-18T00:00:00,111295,100440,10655,,7630925,7057013,6508215,1097596,548798,
139,2021-05-19T00:00:00,149853,133453,16224,,7780778,7190314,6625366,1129896,564948,
140,2021-05-20T00:00:00,151537,131556,19769,,7932315,7321681,6737033,1169296,584648,
141,2021-05-21T00:00:00,165355,140859,24240,,8097670,7462359,6853548,1217622,608811,
142,2021-05-22T00:00:00,199401,172220,26955,,8297071,7634382,6998697,1271370,635685,
143,2021-05-23T00:00:00,139806,127440,12222,,8436877,7761644,7113799,1295690,647845,
144,2021-05-24T00:00:00,100281,93311,6825,,8537158,7854782,7200182,1309200,654600,
145,2021-05-25T00:00:00,90437,82958,7271,,8627595,7937577,7275773,1323608,661804,
146,2021-05-26T00:00:00,139747,112985,26498,,8767342,8050375,7362143,1376464,688232,
147,2021-05-27T00:00:00,152042,123024,28765,,8919384,8173242,7456314,1433856,716928,
148,2021-05-28T00:00:00,163839,132288,31245,,9083223,8305357,7557243,1496228,748114,
149,2021-05-29T00:00:00,153354,117101,36021,,9236577,8422309,7638230,1568158,784079,
150,2021-05-30T00:00:00,149702,119004,30474,,9386279,8541143,7726652,1628982,814491,
151,2021-05-31T00:00:00,99196,79803,19202,,9485475,8620776,7787147,1667258,833629,
152,2021-06-01T00:00:00,124164,90591,33239,,9609639,8711172,7844379,1733586,866793,
153,2021-06-02T00:00:00,145279,102126,42905,,9754918,8813117,7903488,1819258,909629,
154,2021-06-03T00:00:00,155331,99889,55164,,9910249,8912822,7948100,1929444,964722,
155,2021-06-04T00:00:00,181686,115513,65903,,10091935,9028136,7997599,2061074,1030537,
156,2021-06-05T00:00:00,171985,103409,68301,,10263920,9131347,8032594,2197506,1098753,
157,2021-06-06T00:00:00,163363,91844,71239,,10427283,9223013,8053091,2339844,1169922,
158,2021-06-07T00:00:00,119549,63042,56290,,10546832,9285858,8059721,2452274,1226137,
159,2021-06-08T00:00:00,161876,72437,89001,,10708708,9358106,8043048,2630116,1315058,
160,2021-06-09T00:00:00,181441,70791,110185,,10890149,9428720,8003558,2850324,1425162,
161,2021-06-10T00:00:00,185553,66408,118658,,11075702,9494925,7951196,3087458,1543729,
162,2021-06-11T00:00:00,204755,67498,136505,,11280457,9562237,7882085,3360304,1680152,
163,2021-06-12T00:00:00,199699,62657,136445,,11480156,9624712,7808207,3633010,1816505,
164,2021-06-13T00:00:00,190302,58863,130913,,11670458,9683400,7736062,3894676,1947338,
165,2021-06-14T00:00:00,137672,38685,98593,,11808130,9721889,7676063,4091652,2045826,
166,2021-06-15T00:00:00,189187,42587,146250,,11997317,9764258,7572279,4383958,2191979,
167,2021-06-16T00:00:00,206103,42419,163044,,12203420,9806481,7451561,4709840,2354920,
168,2021-06-17T00:00:00,210385,37921,171886,,12413805,9844187,7317473,5053428,2526714,
169,2021-06-18T00:00:00,217123,35342,181180,,12630928,9879339,7171537,5415604,2707802,
170,2021-06-19T00:00:00,215839,35478,179693,,12846767,9914611,7027228,5774766,2887383,
171,2021-06-20T00:00:00,186241,35547,150118,,13033008,9949960,6912567,6074786,3037393,
172,2021-06-21T00:00:00,120417,20819,99099,,13153425,9970584,6834184,6272800,3136400,
173,2021-06-22T00:00:00,204901,27493,176657,,13358326,9997883,6684935,6625896,3312948,
174,2021-06-23T00:00:00,230495,28614,201146,,13588821,10026297,6512311,7027972,3513986,
175,2021-06-24T00:00:00,227658,26662,200248,,13816479,10052763,6338639,7428248,3714124,
176,2021-06-25T00:00:00,251078,27963,222371,,14067557,10080525,6144148,7872754,3936377,
177,2021-06-26T00:00:00,261261,29993,230567,,14328818,10110293,5943489,8333608,4166804,
178,2021-06-27T00:00:00,204978,27777,176598,,14533796,10137888,5794596,8686584,4343292,
179,2021-06-28T00:00:00,199233,20950,177724,,14733029,10158640,5637749,9041782,4520891,
180,2021-06-29T00:00:00,250091,24484,224880,,14983120,10182883,5437266,9491234,4745617,
181,2021-06-30T00:00:00,275510,24165,250780,,15258630,10206845,5210577,9992536,4996268,
182,2021-07-01T00:00:00,271951,25297,246102,,15530581,10231924,4989693,10484462,5242231,
183,2021-07-02T00:00:00,144706,11580,132902,,15675287,10243330,4868299,10750062,5375031,
184,2021-07-03T00:00:00,216878,19922,196724,,15892165,10263030,4691424,11143212,5571606,
185,2021-07-04T00:00:00,196142,19398,176522,,16088307,10282242,4534233,11496018,5748009,
186,2021-07-05T00:00:00,148708,12435,136130,,16237015,10294488,4410476,11768024,5884012,
187,2021-07-06T00:00:00,220006,19981,199810,,16457021,10314253,4230577,12167352,6083676,
188,2021-07-07T00:00:00,246594,22962,223393,,16703615,10336989,4030068,12613842,6306921,
189,2021-07-08T00:00:00,231179,21342,209628,,16934794,10358125,3841711,13032828,6516414,
190,2021-07-09T00:00:00,226970,21498,205306,,17161764,10379421,3657833,13443176,6721588,
191,2021-07-10T00:00:00,209046,20533,188359,,17370810,10399750,3489940,13819620,6909810,
192,2021-07-11T00:00:00,171651,17565,153961,,17542461,10417114,3353490,14127248,7063624,
193,2021-07-12T00:00:00,123118,11441,111580,,17665579,10428366,3253299,14350134,7175067,
194,2021-07-13T00:00:00,178465,19016,159307,,17844044,10447160,3112941,14668438,7334219,
195,2021-07-14T00:00:00,180015,19294,160565,,18024059,10466239,2971618,14989242,7494621,
196,2021-07-15T00:00:00,167172,19578,147422,,18191231,10485606,2843727,15283758,7641879,
197,2021-07-16T00:00:00,169320,19887,149281,,18360551,10505291,2714284,15582014,7791007,
198,2021-07-17T00:00:00,172978,20253,152600,,18533529,10525295,2581880,15886830,7943415,
199,2021-07-18T00:00:00,133612,15921,117552,,18667141,10541032,2480213,16121638,8060819,
200,2021-07-19T00:00:00,91963,10411,81445,,18759104,10551230,2409141,16284178,8142089,
201,2021-07-20T00:00:00,133516,16937,116521,,18892620,10567927,2309493,16516868,8258434,
202,2021-07-21T00:00:00,140069,16977,123021,,19032689,10584689,2203396,16762586,8381293,
203,2021-07-22T00:00:00,125576,17628,107814,,19158265,10602093,2113163,16977860,8488930,
204,2021-07-23T00:00:00,120241,16980,103055,,19278506,10618832,2027046,17183572,8591786,
205,2021-07-24T00:00:00,126670,18324,108109,,19405176,10636953,1937221,17399464,8699732,
206,2021-07-25T00:00:00,103614,14852,88634,,19508790,10651581,1863396,17576370,8788185,
207,2021-07-26T00:00:00,66673,9880,56702,,19575463,10661243,1816537,17689412,8844706,
208,2021-07-27T00:00:00,92354,15311,76882,,19667817,10676293,1754922,17842742,8921371,
209,2021-07-28T00:00:00,93910,16444,77390,,19761727,10692502,1693932,17997140,8998570,
210,2021-07-29T00:00:00,89372,16693,72516,,19851099,10708963,1638065,18141796,9070898,
211,2021-07-30T00:00:00,84030,16088,67829,,19935129,10724823,1586284,18277078,9138539,
212,2021-07-31T00:00:00,83819,15696,67970,,20018948,10740301,1533982,18412638,9206319,
213,2021-08-01T00:00:00,61849,11308,50360,,20080797,10751383,1494895,18512976,9256488,
214,2021-08-02T00:00:00,42464,7400,34946,,20123261,10758585,1467317,18582536,9291268,
215,2021-08-03T00:00:00,33268,5945,27155,,20156529,10764297,1446084,18636426,9318213,
216,2021-08-04T00:00:00,61294,12363,48740,,20217823,10776425,1409670,18733510,9366755,
217,2021-08-05T00:00:00,59421,12524,46743,,20277244,10788741,1375407,18826668,9413334,
218,2021-08-06T00:00:00,55996,11846,43935,,20333240,10800327,1343287,18914080,9457040,
219,2021-08-07T00:00:00,62343,12118,50029,,20395583,10812184,1305333,19013702,9506851,
220,2021-08-08T00:00:00,48646,9248,39211,,20444229,10821204,1275347,19091714,9545857,
221,2021-08-09T00:00:00,30838,5929,24736,,20475067,10826919,1256513,19140812,9570406,
222,2021-08-10T00:00:00,49226,10494,38433,,20524293,10837133,1228540,19217186,9608593,
223,2021-08-11T00:00:00,48698,10757,37700,,20572991,10847643,1201566,19292154,9646077,
224,2021-08-12T00:00:00,49214,11179,37809,,20622205,10858571,1174894,19367354,9683677,
225,2021-08-13T00:00:00,49595,11717,37604,,20671800,10870047,1148977,19442140,9721070,
226,2021-08-14T00:00:00,51189,12122,38859,,20722989,10881919,1122214,19519410,9759705,
227,2021-08-15T00:00:00,41737,9840,31676,,20764726,10891557,1100348,19582418,9791209,
228,2021-08-16T00:00:00,26717,6171,20391,,20791443,10897505,1086102,19622806,9811403,
229,2021-08-17T00:00:00,40476,11044,29170,,20831919,10908299,1067952,19680694,9840347,
230,2021-08-18T00:00:00,41874,11959,29675,,20873793,10920016,1050204,19739624,9869812,
231,2021-08-19T00:00:00,45864,16515,29087,,20919657,10936280,1037604,19797352,9898676,
232,2021-08-20T00:00:00,46407,16269,29724,,20966064,10952293,1024122,19856342,9928171,
233,2021-08-21T00:00:00,47928,15136,32423,,21013992,10967169,1006802,19920734,9960367,
234,2021-08-22T00:00:00,34370,10799,23304,,21048362,10977722,994273,19966898,9983449,
235,2021-08-23T00:00:00,23214,7002,15996,,21071576,10984489,985258,19998462,9999231,
236,2021-08-24T00:00:00,37629,13360,23813,,21109205,10997595,974782,20045626,10022813,
237,2021-08-25T00:00:00,41305,14400,26300,,21150510,11011739,962863,20097752,10048876,
238,2021-08-26T00:00:00,39245,13548,24955,,21189755,11025011,951421,20147180,10073590,
239,2021-08-27T00:00:00,37642,12922,23677,,21227397,11037692,940639,20194106,10097053,
240,2021-08-28T00:00:00,40083,13408,25501,,21267480,11050822,928522,20244600,10122300,
241,2021-08-29T00:00:00,30521,10234,19932,,21298001,11060824,918805,20284038,10142019,
242,2021-08-30T00:00:00,18225,6136,11840,,21316226,11066712,913072,20307280,10153640,
243,2021-08-31T00:00:00,32692,11930,19613,,21348918,11078374,905361,20346026,10173013,
244,2021-09-01T00:00:00,36215,12933,21938,,21385133,11091074,896340,20389468,10194734,
245,2021-09-02T00:00:00,37744,15634,19650,,21422877,11106456,892299,20428314,10214157,
246,2021-09-03T00:00:00,46837,21066,22423,,21469714,11127274,890923,20472702,10236351,
247,2021-09-04T00:00:00,46855,20580,24764,,21516569,11147608,886716,20521784,10260892,
248,2021-09-05T00:00:00,33051,14198,18567,,21549620,11161562,882327,20558470,10279235,
249,2021-09-06T00:00:00,21692,9479,12026,,21571312,11170792,879763,20582058,10291029,
250,2021-09-07T00:00:00,14976,6715,8079,,21586288,11177250,878382,20597736,10298868,
251,2021-09-08T00:00:00,41118,17101,20924,,21627406,11194087,874541,20639092,10319546,
252,2021-09-09T00:00:00,41426,16965,19665,,21668832,11210775,871816,20677918,10338959,
253,2021-09-10T00:00:00,39611,15498,18980,,21708443,11226011,868316,20715390,10357695,
254,2021-09-11T00:00:00,42349,15926,23323,,21750792,11241658,860898,20761520,10380760,
255,2021-09-12T00:00:00,29948,11528,17859,,21780740,11252892,854537,20796710,10398355,
256,2021-09-13T00:00:00,16066,6398,9172,,21796806,11259056,851748,20814616,10407308,
257,2021-09-14T00:00:00,29886,11552,15281,,21826692,11270307,847992,20844630,10422315,
258,2021-09-15T00:00:00,39256,14014,19411,,21865948,11284062,842580,20882964,10441482,
259,2021-09-16T00:00:00,39327,13974,19238,,21905275,11297801,837293,20921016,10460508,
260,2021-09-17T00:00:00,38899,13598,19323,,21944174,11311156,831556,20959200,10479600,
261,2021-09-18T00:00:00,41201,14074,23505,,21985375,11324957,822104,21005706,10502853,
262,2021-09-19T00:00:00,30639,10822,18972,,22016014,11335520,813941,21043158,10521579,
263,2021-09-20T00:00:00,16724,6098,10173,,22032738,11341364,809843,21063042,10531521,
264,2021-09-21T00:00:00,31339,11208,16979,,22064077,11352307,804056,21096502,10548251,
265,2021-09-22T00:00:00,41793,14812,22915,,22105870,11366823,795932,21141782,10570891,
266,2021-09-23T00:00:00,47202,16130,26016,,22153072,11382690,786027,21193326,10596663,
267,2021-09-24T00:00:00,46280,15627,26635,,22199352,11398056,775000,21246112,10623056,
268,2021-09-25T00:00:00,48170,15246,29933,,22247522,11413049,760294,21305510,10652755,
269,2021-09-26T00:00:00,37478,12414,24473,,22285000,11425188,748214,21353948,10676974,
270,2021-09-27T00:00:00,19145,6527,12312,,22304145,11431461,742413,21378096,10689048,
271,2021-09-28T00:00:00,30932,11286,17865,,22335077,11442488,735822,21413332,10706666,
